[34m[1mwandb[0m: Detected [huggingface_hub.inference, openai] in use.
[34m[1mwandb[0m: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
[34m[1mwandb[0m: For more information, check out the docs at: https://weave-docs.wandb.ai/
                                                                                                                                         
{'loss': 4.2311, 'grad_norm': 138.0, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 0.2901, 'grad_norm': 8.4375, 'learning_rate': 1.924739791833467e-05, 'epoch': 0.04}
{'loss': 0.2735, 'grad_norm': 11.4375, 'learning_rate': 1.924419535628503e-05, 'epoch': 0.04}
{'loss': 0.2407, 'grad_norm': 17.0, 'learning_rate': 1.924099279423539e-05, 'epoch': 0.04}
{'loss': 0.2596, 'grad_norm': 7.625, 'learning_rate': 1.923779023218575e-05, 'epoch': 0.04}
{'loss': 0.2992, 'grad_norm': 17.125, 'learning_rate': 1.923458767013611e-05, 'epoch': 0.04}
{'loss': 0.3337, 'grad_norm': 17.125, 'learning_rate': 1.9231385108086472e-05, 'epoch': 0.04}
{'loss': 0.3554, 'grad_norm': 23.75, 'learning_rate': 1.9228182546036832e-05, 'epoch': 0.04}
{'loss': 0.2801, 'grad_norm': 11.3125, 'learning_rate': 1.922497998398719e-05, 'epoch': 0.04}
{'loss': 0.2849, 'grad_norm': 14.9375, 'learning_rate': 1.922177742193755e-05, 'epoch': 0.04}
{'loss': 0.3386, 'grad_norm': 17.375, 'learning_rate': 1.9218574859887914e-05, 'epoch': 0.04}
{'loss': 0.26, 'grad_norm': 6.84375, 'learning_rate': 1.9215372297838274e-05, 'epoch': 0.04}
{'loss': 0.2847, 'grad_norm': 11.375, 'learning_rate': 1.921216973578863e-05, 'epoch': 0.04}
{'loss': 0.2715, 'grad_norm': 6.0625, 'learning_rate': 1.9208967173738992e-05, 'epoch': 0.04}
{'loss': 0.2696, 'grad_norm': 8.75, 'learning_rate': 1.9205764611689352e-05, 'epoch': 0.04}
{'loss': 0.2749, 'grad_norm': 12.3125, 'learning_rate': 1.9202562049639713e-05, 'epoch': 0.04}
{'loss': 0.3073, 'grad_norm': 13.0, 'learning_rate': 1.9199359487590073e-05, 'epoch': 0.04}
{'loss': 0.3346, 'grad_norm': 22.875, 'learning_rate': 1.9196156925540434e-05, 'epoch': 0.04}
{'loss': 0.2942, 'grad_norm': 7.0, 'learning_rate': 1.9192954363490794e-05, 'epoch': 0.04}
{'loss': 0.2866, 'grad_norm': 7.8125, 'learning_rate': 1.9189751801441155e-05, 'epoch': 0.04}
{'loss': 0.3064, 'grad_norm': 7.1875, 'learning_rate': 1.9186549239391515e-05, 'epoch': 0.04}
{'loss': 0.2885, 'grad_norm': 7.84375, 'learning_rate': 1.9183346677341876e-05, 'epoch': 0.04}
{'loss': 0.2815, 'grad_norm': 10.3125, 'learning_rate': 1.9180144115292236e-05, 'epoch': 0.04}
{'loss': 0.2898, 'grad_norm': 7.5625, 'learning_rate': 1.9176941553242597e-05, 'epoch': 0.04}
{'loss': 0.3012, 'grad_norm': 6.28125, 'learning_rate': 1.9173738991192957e-05, 'epoch': 0.04}
{'loss': 0.2425, 'grad_norm': 7.34375, 'learning_rate': 1.9170536429143318e-05, 'epoch': 0.04}
{'loss': 0.3342, 'grad_norm': 12.6875, 'learning_rate': 1.9167333867093675e-05, 'epoch': 0.04}
{'loss': 0.2783, 'grad_norm': 5.40625, 'learning_rate': 1.9164131305044035e-05, 'epoch': 0.04}
{'loss': 0.2926, 'grad_norm': 5.59375, 'learning_rate': 1.91609287429944e-05, 'epoch': 0.04}
{'loss': 0.2888, 'grad_norm': 5.65625, 'learning_rate': 1.915772618094476e-05, 'epoch': 0.04}
{'loss': 0.2701, 'grad_norm': 5.40625, 'learning_rate': 1.9154523618895117e-05, 'epoch': 0.04}
{'loss': 0.2682, 'grad_norm': 6.21875, 'learning_rate': 1.9151321056845477e-05, 'epoch': 0.04}
{'loss': 0.2954, 'grad_norm': 6.4375, 'learning_rate': 1.9148118494795837e-05, 'epoch': 0.04}
{'loss': 0.2763, 'grad_norm': 5.8125, 'learning_rate': 1.9144915932746198e-05, 'epoch': 0.04}
{'loss': 0.2722, 'grad_norm': 11.375, 'learning_rate': 1.914171337069656e-05, 'epoch': 0.04}
{'loss': 0.3048, 'grad_norm': 13.1875, 'learning_rate': 1.913851080864692e-05, 'epoch': 0.04}
{'loss': 0.2941, 'grad_norm': 8.1875, 'learning_rate': 1.913530824659728e-05, 'epoch': 0.04}
{'loss': 0.2669, 'grad_norm': 5.40625, 'learning_rate': 1.913210568454764e-05, 'epoch': 0.04}
{'loss': 0.3054, 'grad_norm': 9.5, 'learning_rate': 1.9128903122498e-05, 'epoch': 0.04}
{'loss': 0.2871, 'grad_norm': 14.6875, 'learning_rate': 1.912570056044836e-05, 'epoch': 0.04}
{'loss': 0.2639, 'grad_norm': 7.59375, 'learning_rate': 1.912249799839872e-05, 'epoch': 0.04}
{'loss': 0.2887, 'grad_norm': 6.5, 'learning_rate': 1.9119295436349082e-05, 'epoch': 0.04}
{'loss': 0.2877, 'grad_norm': 5.875, 'learning_rate': 1.9116092874299442e-05, 'epoch': 0.05}
{'loss': 0.3085, 'grad_norm': 9.0, 'learning_rate': 1.9112890312249803e-05, 'epoch': 0.05}
{'loss': 0.2735, 'grad_norm': 13.0625, 'learning_rate': 1.910968775020016e-05, 'epoch': 0.05}
{'loss': 0.297, 'grad_norm': 5.5625, 'learning_rate': 1.910648518815052e-05, 'epoch': 0.05}
{'loss': 0.3118, 'grad_norm': 9.9375, 'learning_rate': 1.9103282626100884e-05, 'epoch': 0.05}
{'loss': 0.2829, 'grad_norm': 7.71875, 'learning_rate': 1.910008006405124e-05, 'epoch': 0.05}
{'loss': 0.266, 'grad_norm': 9.0625, 'learning_rate': 1.9096877502001602e-05, 'epoch': 0.05}
{'loss': 0.3036, 'grad_norm': 11.375, 'learning_rate': 1.9093674939951962e-05, 'epoch': 0.05}
{'loss': 0.2656, 'grad_norm': 6.0, 'learning_rate': 1.9090472377902323e-05, 'epoch': 0.05}
{'loss': 0.2575, 'grad_norm': 5.71875, 'learning_rate': 1.9087269815852683e-05, 'epoch': 0.05}
{'loss': 0.2626, 'grad_norm': 6.5625, 'learning_rate': 1.9084067253803044e-05, 'epoch': 0.05}
{'loss': 0.2723, 'grad_norm': 5.9375, 'learning_rate': 1.9080864691753404e-05, 'epoch': 0.05}
{'loss': 0.2974, 'grad_norm': 19.75, 'learning_rate': 1.9077662129703765e-05, 'epoch': 0.05}
{'loss': 0.2925, 'grad_norm': 10.125, 'learning_rate': 1.9074459567654125e-05, 'epoch': 0.05}
{'loss': 0.2772, 'grad_norm': 6.46875, 'learning_rate': 1.9071257005604486e-05, 'epoch': 0.05}
{'loss': 0.3016, 'grad_norm': 15.375, 'learning_rate': 1.9068054443554846e-05, 'epoch': 0.05}
{'loss': 0.2598, 'grad_norm': 6.125, 'learning_rate': 1.9064851881505206e-05, 'epoch': 0.05}
{'loss': 0.2646, 'grad_norm': 5.625, 'learning_rate': 1.9061649319455567e-05, 'epoch': 0.05}
{'loss': 0.3106, 'grad_norm': 11.6875, 'learning_rate': 1.9058446757405927e-05, 'epoch': 0.05}
{'loss': 0.2989, 'grad_norm': 15.1875, 'learning_rate': 1.9055244195356285e-05, 'epoch': 0.05}
{'loss': 0.3029, 'grad_norm': 12.5, 'learning_rate': 1.9052041633306645e-05, 'epoch': 0.05}
{'loss': 0.3086, 'grad_norm': 13.5, 'learning_rate': 1.904883907125701e-05, 'epoch': 0.05}
{'loss': 0.2865, 'grad_norm': 12.25, 'learning_rate': 1.904563650920737e-05, 'epoch': 0.05}
{'loss': 0.3238, 'grad_norm': 12.875, 'learning_rate': 1.9042433947157726e-05, 'epoch': 0.05}
{'loss': 0.2609, 'grad_norm': 7.59375, 'learning_rate': 1.9039231385108087e-05, 'epoch': 0.05}
{'loss': 0.2675, 'grad_norm': 7.53125, 'learning_rate': 1.9036028823058447e-05, 'epoch': 0.05}
{'loss': 0.3449, 'grad_norm': 11.6875, 'learning_rate': 1.9032826261008808e-05, 'epoch': 0.05}
{'loss': 0.281, 'grad_norm': 9.25, 'learning_rate': 1.902962369895917e-05, 'epoch': 0.05}
{'loss': 0.3408, 'grad_norm': 21.125, 'learning_rate': 1.902642113690953e-05, 'epoch': 0.05}
{'loss': 0.3025, 'grad_norm': 9.375, 'learning_rate': 1.902321857485989e-05, 'epoch': 0.05}
{'loss': 0.2984, 'grad_norm': 14.6875, 'learning_rate': 1.902001601281025e-05, 'epoch': 0.05}
{'loss': 0.276, 'grad_norm': 6.75, 'learning_rate': 1.901681345076061e-05, 'epoch': 0.05}
{'loss': 0.271, 'grad_norm': 9.0625, 'learning_rate': 1.901361088871097e-05, 'epoch': 0.05}
{'loss': 0.2894, 'grad_norm': 6.09375, 'learning_rate': 1.901040832666133e-05, 'epoch': 0.05}
{'loss': 0.2655, 'grad_norm': 5.3125, 'learning_rate': 1.900720576461169e-05, 'epoch': 0.05}
{'loss': 0.2878, 'grad_norm': 6.71875, 'learning_rate': 1.9004003202562052e-05, 'epoch': 0.05}
{'loss': 0.2974, 'grad_norm': 8.0625, 'learning_rate': 1.9000800640512413e-05, 'epoch': 0.05}
{'loss': 0.3294, 'grad_norm': 17.0, 'learning_rate': 1.899759807846277e-05, 'epoch': 0.05}
{'loss': 0.3293, 'grad_norm': 13.5, 'learning_rate': 1.899439551641313e-05, 'epoch': 0.05}
{'loss': 0.2918, 'grad_norm': 6.09375, 'learning_rate': 1.8991192954363494e-05, 'epoch': 0.05}
{'loss': 0.2933, 'grad_norm': 11.625, 'learning_rate': 1.8987990392313855e-05, 'epoch': 0.05}
{'loss': 0.2911, 'grad_norm': 16.375, 'learning_rate': 1.898478783026421e-05, 'epoch': 0.05}
{'loss': 0.3104, 'grad_norm': 12.625, 'learning_rate': 1.8981585268214572e-05, 'epoch': 0.05}
{'loss': 0.2945, 'grad_norm': 7.78125, 'learning_rate': 1.8978382706164933e-05, 'epoch': 0.05}
{'loss': 0.3035, 'grad_norm': 9.8125, 'learning_rate': 1.8975180144115293e-05, 'epoch': 0.05}
{'loss': 0.2949, 'grad_norm': 9.25, 'learning_rate': 1.8971977582065654e-05, 'epoch': 0.05}
{'loss': 0.2658, 'grad_norm': 6.0625, 'learning_rate': 1.8968775020016014e-05, 'epoch': 0.05}
{'loss': 0.2642, 'grad_norm': 6.6875, 'learning_rate': 1.8965572457966374e-05, 'epoch': 0.05}
{'loss': 0.2631, 'grad_norm': 6.1875, 'learning_rate': 1.8962369895916735e-05, 'epoch': 0.05}
{'loss': 0.3002, 'grad_norm': 12.4375, 'learning_rate': 1.8959167333867095e-05, 'epoch': 0.05}
{'loss': 0.2412, 'grad_norm': 6.4375, 'learning_rate': 1.8955964771817456e-05, 'epoch': 0.05}
{'loss': 0.2857, 'grad_norm': 11.9375, 'learning_rate': 1.8952762209767816e-05, 'epoch': 0.05}
{'loss': 0.251, 'grad_norm': 5.46875, 'learning_rate': 1.8949559647718177e-05, 'epoch': 0.05}
{'loss': 0.2514, 'grad_norm': 5.53125, 'learning_rate': 1.8946357085668537e-05, 'epoch': 0.05}
{'loss': 0.3177, 'grad_norm': 8.6875, 'learning_rate': 1.8943154523618898e-05, 'epoch': 0.05}
{'loss': 0.2759, 'grad_norm': 8.625, 'learning_rate': 1.8939951961569255e-05, 'epoch': 0.05}
{'loss': 0.2866, 'grad_norm': 5.65625, 'learning_rate': 1.893674939951962e-05, 'epoch': 0.05}
{'loss': 0.2581, 'grad_norm': 5.625, 'learning_rate': 1.893354683746998e-05, 'epoch': 0.05}
{'loss': 0.2775, 'grad_norm': 6.65625, 'learning_rate': 1.893034427542034e-05, 'epoch': 0.05}
{'loss': 0.2936, 'grad_norm': 5.78125, 'learning_rate': 1.8927141713370697e-05, 'epoch': 0.05}
{'loss': 0.258, 'grad_norm': 8.3125, 'learning_rate': 1.8923939151321057e-05, 'epoch': 0.05}
{'loss': 0.3105, 'grad_norm': 10.5625, 'learning_rate': 1.8920736589271418e-05, 'epoch': 0.05}
{'loss': 0.3086, 'grad_norm': 14.125, 'learning_rate': 1.891753402722178e-05, 'epoch': 0.06}
{'loss': 0.2765, 'grad_norm': 7.15625, 'learning_rate': 1.891433146517214e-05, 'epoch': 0.06}
{'loss': 0.3045, 'grad_norm': 6.6875, 'learning_rate': 1.89111289031225e-05, 'epoch': 0.06}
{'loss': 0.3116, 'grad_norm': 6.8125, 'learning_rate': 1.890792634107286e-05, 'epoch': 0.06}
{'loss': 0.3177, 'grad_norm': 14.8125, 'learning_rate': 1.890472377902322e-05, 'epoch': 0.06}
{'loss': 0.2753, 'grad_norm': 14.3125, 'learning_rate': 1.890152121697358e-05, 'epoch': 0.06}
{'loss': 0.314, 'grad_norm': 14.0625, 'learning_rate': 1.889831865492394e-05, 'epoch': 0.06}
{'loss': 0.2783, 'grad_norm': 6.40625, 'learning_rate': 1.88951160928743e-05, 'epoch': 0.06}
{'loss': 0.314, 'grad_norm': 12.875, 'learning_rate': 1.8891913530824662e-05, 'epoch': 0.06}
{'loss': 0.2731, 'grad_norm': 9.9375, 'learning_rate': 1.8888710968775023e-05, 'epoch': 0.06}
{'loss': 0.2813, 'grad_norm': 8.0, 'learning_rate': 1.8885508406725383e-05, 'epoch': 0.06}
{'loss': 0.2594, 'grad_norm': 6.09375, 'learning_rate': 1.888230584467574e-05, 'epoch': 0.06}
{'loss': 0.2754, 'grad_norm': 12.9375, 'learning_rate': 1.8879103282626104e-05, 'epoch': 0.06}
{'loss': 0.2923, 'grad_norm': 8.0, 'learning_rate': 1.8875900720576464e-05, 'epoch': 0.06}
{'loss': 0.272, 'grad_norm': 7.8125, 'learning_rate': 1.887269815852682e-05, 'epoch': 0.06}
{'loss': 0.2768, 'grad_norm': 10.625, 'learning_rate': 1.8869495596477182e-05, 'epoch': 0.06}
{'loss': 0.2453, 'grad_norm': 23.5, 'learning_rate': 1.8866293034427542e-05, 'epoch': 0.06}
{'loss': 0.2917, 'grad_norm': 12.6875, 'learning_rate': 1.8863090472377903e-05, 'epoch': 0.06}
{'loss': 0.3106, 'grad_norm': 6.6875, 'learning_rate': 1.8859887910328263e-05, 'epoch': 0.06}
{'loss': 0.3329, 'grad_norm': 9.375, 'learning_rate': 1.8856685348278624e-05, 'epoch': 0.06}
{'loss': 0.2932, 'grad_norm': 6.0625, 'learning_rate': 1.8853482786228984e-05, 'epoch': 0.06}
{'loss': 0.2762, 'grad_norm': 15.4375, 'learning_rate': 1.8850280224179345e-05, 'epoch': 0.06}
{'loss': 0.3094, 'grad_norm': 6.5625, 'learning_rate': 1.8847077662129705e-05, 'epoch': 0.06}
{'loss': 0.3115, 'grad_norm': 6.5, 'learning_rate': 1.8843875100080066e-05, 'epoch': 0.06}
{'loss': 0.2451, 'grad_norm': 7.375, 'learning_rate': 1.8840672538030426e-05, 'epoch': 0.06}
{'loss': 0.2603, 'grad_norm': 5.53125, 'learning_rate': 1.8837469975980787e-05, 'epoch': 0.06}
{'loss': 0.2836, 'grad_norm': 5.4375, 'learning_rate': 1.8834267413931147e-05, 'epoch': 0.06}
{'loss': 0.3025, 'grad_norm': 10.375, 'learning_rate': 1.8831064851881508e-05, 'epoch': 0.06}
{'loss': 0.283, 'grad_norm': 6.40625, 'learning_rate': 1.8827862289831865e-05, 'epoch': 0.06}
{'loss': 0.3166, 'grad_norm': 9.75, 'learning_rate': 1.8824659727782225e-05, 'epoch': 0.06}
{'loss': 0.3147, 'grad_norm': 9.375, 'learning_rate': 1.882145716573259e-05, 'epoch': 0.06}
{'loss': 0.2974, 'grad_norm': 5.90625, 'learning_rate': 1.881825460368295e-05, 'epoch': 0.06}
{'loss': 0.3238, 'grad_norm': 17.25, 'learning_rate': 1.8815052041633307e-05, 'epoch': 0.06}
{'loss': 0.2677, 'grad_norm': 5.125, 'learning_rate': 1.8811849479583667e-05, 'epoch': 0.06}
{'loss': 0.2932, 'grad_norm': 8.625, 'learning_rate': 1.8808646917534028e-05, 'epoch': 0.06}
{'loss': 0.2617, 'grad_norm': 11.125, 'learning_rate': 1.8805444355484388e-05, 'epoch': 0.06}
{'loss': 0.2816, 'grad_norm': 8.875, 'learning_rate': 1.880224179343475e-05, 'epoch': 0.06}
{'loss': 0.3273, 'grad_norm': 8.375, 'learning_rate': 1.879903923138511e-05, 'epoch': 0.06}
{'loss': 0.2679, 'grad_norm': 13.0625, 'learning_rate': 1.879583666933547e-05, 'epoch': 0.06}
{'loss': 0.285, 'grad_norm': 12.0625, 'learning_rate': 1.879263410728583e-05, 'epoch': 0.06}
{'loss': 0.3233, 'grad_norm': 6.28125, 'learning_rate': 1.878943154523619e-05, 'epoch': 0.06}
{'loss': 0.283, 'grad_norm': 6.0, 'learning_rate': 1.878622898318655e-05, 'epoch': 0.06}
{'loss': 0.3067, 'grad_norm': 8.6875, 'learning_rate': 1.878302642113691e-05, 'epoch': 0.06}
{'loss': 0.2987, 'grad_norm': 6.40625, 'learning_rate': 1.8779823859087272e-05, 'epoch': 0.06}
{'loss': 0.2785, 'grad_norm': 8.1875, 'learning_rate': 1.8776621297037632e-05, 'epoch': 0.06}
{'loss': 0.3153, 'grad_norm': 14.5, 'learning_rate': 1.8773418734987993e-05, 'epoch': 0.06}
{'loss': 0.3016, 'grad_norm': 8.5, 'learning_rate': 1.877021617293835e-05, 'epoch': 0.06}
{'loss': 0.2989, 'grad_norm': 8.9375, 'learning_rate': 1.8767013610888714e-05, 'epoch': 0.06}
{'loss': 0.2717, 'grad_norm': 5.65625, 'learning_rate': 1.8763811048839074e-05, 'epoch': 0.06}
{'loss': 0.3099, 'grad_norm': 7.8125, 'learning_rate': 1.8760608486789435e-05, 'epoch': 0.06}
{'loss': 0.2865, 'grad_norm': 7.90625, 'learning_rate': 1.8757405924739792e-05, 'epoch': 0.06}
{'loss': 0.2551, 'grad_norm': 9.875, 'learning_rate': 1.8754203362690152e-05, 'epoch': 0.06}
{'loss': 0.2764, 'grad_norm': 8.625, 'learning_rate': 1.8751000800640513e-05, 'epoch': 0.06}
{'loss': 0.26, 'grad_norm': 5.4375, 'learning_rate': 1.8747798238590877e-05, 'epoch': 0.06}
{'loss': 0.305, 'grad_norm': 6.21875, 'learning_rate': 1.8744595676541234e-05, 'epoch': 0.06}
{'loss': 0.2732, 'grad_norm': 5.71875, 'learning_rate': 1.8741393114491594e-05, 'epoch': 0.06}
{'loss': 0.2849, 'grad_norm': 6.03125, 'learning_rate': 1.8738190552441955e-05, 'epoch': 0.06}
{'loss': 0.2753, 'grad_norm': 5.53125, 'learning_rate': 1.8734987990392315e-05, 'epoch': 0.06}
{'loss': 0.3059, 'grad_norm': 15.8125, 'learning_rate': 1.8731785428342676e-05, 'epoch': 0.06}
{'loss': 0.2943, 'grad_norm': 6.28125, 'learning_rate': 1.8728582866293036e-05, 'epoch': 0.06}
{'loss': 0.275, 'grad_norm': 6.4375, 'learning_rate': 1.8725380304243397e-05, 'epoch': 0.06}
{'loss': 0.2876, 'grad_norm': 11.5, 'learning_rate': 1.8722177742193757e-05, 'epoch': 0.06}
{'loss': 0.291, 'grad_norm': 6.5625, 'learning_rate': 1.8718975180144118e-05, 'epoch': 0.06}
{'loss': 0.2681, 'grad_norm': 9.3125, 'learning_rate': 1.8715772618094478e-05, 'epoch': 0.07}
{'loss': 0.2826, 'grad_norm': 12.6875, 'learning_rate': 1.8712570056044835e-05, 'epoch': 0.07}
{'loss': 0.2793, 'grad_norm': 9.8125, 'learning_rate': 1.87093674939952e-05, 'epoch': 0.07}
{'loss': 0.3099, 'grad_norm': 15.375, 'learning_rate': 1.870616493194556e-05, 'epoch': 0.07}
{'loss': 0.2726, 'grad_norm': 5.25, 'learning_rate': 1.870296236989592e-05, 'epoch': 0.07}
{'loss': 0.2491, 'grad_norm': 9.625, 'learning_rate': 1.8699759807846277e-05, 'epoch': 0.07}
{'loss': 0.2784, 'grad_norm': 5.625, 'learning_rate': 1.8696557245796638e-05, 'epoch': 0.07}
{'loss': 0.2749, 'grad_norm': 6.03125, 'learning_rate': 1.8693354683746998e-05, 'epoch': 0.07}
{'loss': 0.2867, 'grad_norm': 10.6875, 'learning_rate': 1.8690152121697362e-05, 'epoch': 0.07}
{'loss': 0.2414, 'grad_norm': 10.4375, 'learning_rate': 1.868694955964772e-05, 'epoch': 0.07}
{'loss': 0.2876, 'grad_norm': 6.25, 'learning_rate': 1.868374699759808e-05, 'epoch': 0.07}
{'loss': 0.3153, 'grad_norm': 13.5, 'learning_rate': 1.868054443554844e-05, 'epoch': 0.07}
{'loss': 0.2346, 'grad_norm': 11.0, 'learning_rate': 1.86773418734988e-05, 'epoch': 0.07}
{'loss': 0.3531, 'grad_norm': 21.625, 'learning_rate': 1.867413931144916e-05, 'epoch': 0.07}
{'loss': 0.3493, 'grad_norm': 20.625, 'learning_rate': 1.867093674939952e-05, 'epoch': 0.07}
{'loss': 0.3246, 'grad_norm': 12.625, 'learning_rate': 1.8667734187349882e-05, 'epoch': 0.07}
{'loss': 0.2595, 'grad_norm': 5.71875, 'learning_rate': 1.8664531625300242e-05, 'epoch': 0.07}
{'loss': 0.3293, 'grad_norm': 14.9375, 'learning_rate': 1.8661329063250603e-05, 'epoch': 0.07}
{'loss': 0.2861, 'grad_norm': 8.875, 'learning_rate': 1.8658126501200963e-05, 'epoch': 0.07}
{'loss': 0.2862, 'grad_norm': 6.71875, 'learning_rate': 1.865492393915132e-05, 'epoch': 0.07}
{'loss': 0.2881, 'grad_norm': 6.0625, 'learning_rate': 1.8651721377101684e-05, 'epoch': 0.07}
{'loss': 0.2864, 'grad_norm': 5.59375, 'learning_rate': 1.8648518815052045e-05, 'epoch': 0.07}
{'loss': 0.3035, 'grad_norm': 6.625, 'learning_rate': 1.8645316253002402e-05, 'epoch': 0.07}
{'loss': 0.2813, 'grad_norm': 11.5625, 'learning_rate': 1.8642113690952762e-05, 'epoch': 0.07}
{'loss': 0.3046, 'grad_norm': 6.09375, 'learning_rate': 1.8638911128903123e-05, 'epoch': 0.07}
{'loss': 0.279, 'grad_norm': 10.125, 'learning_rate': 1.8635708566853487e-05, 'epoch': 0.07}
{'loss': 0.2852, 'grad_norm': 8.375, 'learning_rate': 1.8632506004803844e-05, 'epoch': 0.07}
{'loss': 0.3109, 'grad_norm': 8.375, 'learning_rate': 1.8629303442754204e-05, 'epoch': 0.07}
{'loss': 0.3478, 'grad_norm': 19.375, 'learning_rate': 1.8626100880704565e-05, 'epoch': 0.07}
{'loss': 0.2883, 'grad_norm': 6.59375, 'learning_rate': 1.8622898318654925e-05, 'epoch': 0.07}
{'loss': 0.2304, 'grad_norm': 11.3125, 'learning_rate': 1.8619695756605286e-05, 'epoch': 0.07}
{'loss': 0.2898, 'grad_norm': 6.5, 'learning_rate': 1.8616493194555646e-05, 'epoch': 0.07}
{'loss': 0.3442, 'grad_norm': 21.0, 'learning_rate': 1.8613290632506007e-05, 'epoch': 0.07}
{'loss': 0.2933, 'grad_norm': 11.875, 'learning_rate': 1.8610088070456367e-05, 'epoch': 0.07}
{'loss': 0.2648, 'grad_norm': 8.0625, 'learning_rate': 1.8606885508406727e-05, 'epoch': 0.07}
{'loss': 0.2992, 'grad_norm': 16.25, 'learning_rate': 1.8603682946357088e-05, 'epoch': 0.07}
{'loss': 0.2917, 'grad_norm': 6.125, 'learning_rate': 1.8600480384307445e-05, 'epoch': 0.07}
{'loss': 0.3048, 'grad_norm': 9.375, 'learning_rate': 1.859727782225781e-05, 'epoch': 0.07}
{'loss': 0.2557, 'grad_norm': 7.15625, 'learning_rate': 1.859407526020817e-05, 'epoch': 0.07}
{'loss': 0.2808, 'grad_norm': 11.5625, 'learning_rate': 1.859087269815853e-05, 'epoch': 0.07}
{'loss': 0.287, 'grad_norm': 8.8125, 'learning_rate': 1.8587670136108887e-05, 'epoch': 0.07}
{'loss': 0.2527, 'grad_norm': 5.8125, 'learning_rate': 1.8584467574059247e-05, 'epoch': 0.07}
{'loss': 0.2902, 'grad_norm': 5.59375, 'learning_rate': 1.8581265012009608e-05, 'epoch': 0.07}
{'loss': 0.2939, 'grad_norm': 11.9375, 'learning_rate': 1.8578062449959972e-05, 'epoch': 0.07}
{'loss': 0.3016, 'grad_norm': 6.4375, 'learning_rate': 1.857485988791033e-05, 'epoch': 0.07}
{'loss': 0.2645, 'grad_norm': 5.96875, 'learning_rate': 1.857165732586069e-05, 'epoch': 0.07}
{'loss': 0.2537, 'grad_norm': 13.8125, 'learning_rate': 1.856845476381105e-05, 'epoch': 0.07}
{'loss': 0.2996, 'grad_norm': 9.6875, 'learning_rate': 1.856525220176141e-05, 'epoch': 0.07}
{'loss': 0.2688, 'grad_norm': 5.96875, 'learning_rate': 1.856204963971177e-05, 'epoch': 0.07}
{'loss': 0.2874, 'grad_norm': 8.375, 'learning_rate': 1.855884707766213e-05, 'epoch': 0.07}
{'loss': 0.2755, 'grad_norm': 9.75, 'learning_rate': 1.8555644515612492e-05, 'epoch': 0.07}
{'loss': 0.2613, 'grad_norm': 5.9375, 'learning_rate': 1.8552441953562852e-05, 'epoch': 0.07}
{'loss': 0.3396, 'grad_norm': 18.875, 'learning_rate': 1.8549239391513213e-05, 'epoch': 0.07}
{'loss': 0.2767, 'grad_norm': 6.15625, 'learning_rate': 1.8546036829463573e-05, 'epoch': 0.07}
{'loss': 0.2954, 'grad_norm': 11.875, 'learning_rate': 1.854283426741393e-05, 'epoch': 0.07}
{'loss': 0.2779, 'grad_norm': 6.9375, 'learning_rate': 1.8539631705364294e-05, 'epoch': 0.07}
{'loss': 0.2413, 'grad_norm': 5.5, 'learning_rate': 1.8536429143314655e-05, 'epoch': 0.07}
{'loss': 0.2939, 'grad_norm': 9.625, 'learning_rate': 1.8533226581265015e-05, 'epoch': 0.07}
{'loss': 0.3318, 'grad_norm': 18.5, 'learning_rate': 1.8530024019215372e-05, 'epoch': 0.07}
{'loss': 0.2659, 'grad_norm': 6.0, 'learning_rate': 1.8526821457165733e-05, 'epoch': 0.07}
{'loss': 0.3056, 'grad_norm': 14.125, 'learning_rate': 1.8523618895116093e-05, 'epoch': 0.07}
{'loss': 0.294, 'grad_norm': 8.8125, 'learning_rate': 1.8520416333066457e-05, 'epoch': 0.07}
{'loss': 0.2737, 'grad_norm': 12.125, 'learning_rate': 1.8517213771016814e-05, 'epoch': 0.08}
{'loss': 0.2803, 'grad_norm': 6.625, 'learning_rate': 1.8514011208967175e-05, 'epoch': 0.08}
{'loss': 0.2768, 'grad_norm': 11.0, 'learning_rate': 1.8510808646917535e-05, 'epoch': 0.08}
{'loss': 0.2867, 'grad_norm': 5.59375, 'learning_rate': 1.8507606084867895e-05, 'epoch': 0.08}
{'loss': 0.305, 'grad_norm': 8.5625, 'learning_rate': 1.8504403522818256e-05, 'epoch': 0.08}
{'loss': 0.2903, 'grad_norm': 5.90625, 'learning_rate': 1.8501200960768616e-05, 'epoch': 0.08}
{'loss': 0.2956, 'grad_norm': 5.78125, 'learning_rate': 1.8497998398718977e-05, 'epoch': 0.08}
{'loss': 0.3213, 'grad_norm': 11.3125, 'learning_rate': 1.8494795836669337e-05, 'epoch': 0.08}
{'loss': 0.3111, 'grad_norm': 13.5, 'learning_rate': 1.8491593274619698e-05, 'epoch': 0.08}
{'loss': 0.3087, 'grad_norm': 8.6875, 'learning_rate': 1.848839071257006e-05, 'epoch': 0.08}
{'loss': 0.2667, 'grad_norm': 6.375, 'learning_rate': 1.848518815052042e-05, 'epoch': 0.08}
{'loss': 0.288, 'grad_norm': 7.28125, 'learning_rate': 1.848198558847078e-05, 'epoch': 0.08}
{'loss': 0.2957, 'grad_norm': 11.1875, 'learning_rate': 1.847878302642114e-05, 'epoch': 0.08}
